STATE,GEOPOLITICAL ZONE,CONSTITUENCY,NAME,PARTY,AGE,GENDER
EDO,South South,Ovia North East II,VINCENT OSAS UWADIAE,APC,53,MALE
EDO,South South,Ovia South West,SUNDAY AGHEDO,APC,55,MALE
EDO,South South,Owan East,ERIC ALLISON AFEIKHE OKAKA,APC,48,MALE
EDO,South South,Owan West,MICHAEL IMORHIN OHIO-EZOMO,APC,52,MALE
EDO,South South,Uhunmwode,OSIFO OSA WASHINGTON,APC,45,MALE
RIVERS,South South,Abua/Odual,SOKOLO SOLOMON,PDP,44,MALE
RIVERS,South South,Ahoada East I,EZU RIZZY C.H,PDP,46,MALE
RIVERS,South South,Ahoada East II,EHIE OGERENYE EDISON,PDP,34,MALE
RIVERS,South South,Ahoada West,AKPOKIRI WUANAKA,PDP,41,MALE
RIVERS,South South,Akuku-Toru I,MAJOR JACK M,PDP,44,MALE
RIVERS,South South,Akuku-Toru II,OPUENDE LOLO ISAIAH,PDP,39,MALE
RIVERS,South South,Andoni,OWAJI IBANI,PDP,51,MALE
RIVERS,South South,Asari-Toru II,ENEMI GEORGE A,PDP,37,MALE
RIVERS,South South,Bonny,ABINYE BLESSING PEPPLE,PDP,41,MALE
RIVERS,South South,Degema,ANTHONY SOBEREKON,PDP,47,MALE
RIVERS,South South,Eleme,IGWE OBEY AFORJI,PDP,39,MALE
RIVERS,South South,Emohua,SAMUEL OGEH,PDP,50,MALE
RIVERS,South South,Etche I,OPURUM IROANYA,PDP,41,MALE
RIVERS,South South,Etche II,TONYE EJIOGU U,PDP,46,MALE
RIVERS,South South,Gokana,DUNLE MAOL,PDP,38,MALE
RIVERS,South South,Ikwerre,ANSLEM OGUGUO NDUBUISI,PDP,48,MALE
RIVERS,South South,Khana I,BARIENE DEEYAH,PDP,54,MALE
RIVERS,South South,Khana II,PRINCE NGBOR,PDP,48,MALE
RIVERS,South South,Obio/Akpor I,MARTIN AMAEWHULE C,PDP,45,MALE
RIVERS,South South,Obio/Akpor II,CHINDA M O,PDP,58,MALE
RIVERS,South South,Ogu/Bolo,EVANS BIRI,PDP,48,MALE
RIVERS,South South,Okrika,STEWART LINDA S,PDP,53,FEMALE
RIVERS,South South,Omuma,KELECHI NWOGU,PDP,40,MALE
RIVERS,South South,Onelga I (Ogba/Egbema/Ndoni I),AHIANKWO CHRISTIAN,PDP,47,MALE
RIVERS,South South,Onelga II  (Ogba/Egbema/Ndoni II),NATHANIEL UWAJI L.O,PDP,57,MALE
RIVERS,South South,Opobo/Nkoro,ADONYE DIRI,PDP,50,MALE
RIVERS,South South,Port-Harcourt I,SOLOMON WANI,PDP,47,MALE
RIVERS,South South,Port-Harcourt II,SMART TONYE ADOKI,PDP,41,MALE
RIVERS,South South,Port-Harcourt III,AZERU OPARA,PDP,42,MALE
RIVERS,South South,Tai,MATHEW DIKE,PDP,52,MALE
RIVERS,South South,Asari-Toru I,GEORGE IPALIBO,SDP,40,MALE
RIVERS,South South,Oyigbo,NWANKWO PROMISE C.,SDP,32,MALE
EKITI,South West,Ado Ekiti I,LUCAS OLUWATOYIN FELIX,APC,42,MALE
EKITI,South West,Ado Ekiti II,BALOGUN ADEKEMI ADEBAMBI,APC,52,FEMALE
EKITI,South West,Efon,OLAJIDE ADEGOKE AYOBAMI,APC,45,MALE
EKITI,South West,Ekiti East I,ADEGBUYI AMOS OLUWAJUWA,APC,49,MALE
EKITI,South West,Ekiti East II,AKANLE LATEEF OLUNOLE,APC,51,MALE
EKITI,South West,Ekiti South West I,AYOKUNLE YEMISI,APC,54,FEMALE
EKITI,South West,Ekiti South West II,OLATUNJI JOSEPH,APC,40,MALE
EKITI,South West,Ekiti West I,AKINGBOLU TAJUDEEN,APC,44,MALE
EKITI,South West,Ekiti West II,BODE-ADEOYE OYEKOLA JOHNSON,APC,39,MALE
EKITI,South West,Emure,OLUBUNMI RACHAEL ADELUGBA,APC,54,FEMALE
EKITI,South West,Gbonyin,OKUYIGA EYITAYO ADETEJU,APC,52,FEMALE
EKITI,South West,Ido/Osi I,FAWEKUN ABIODUN BABATUNDE,APC,37,MALE
EKITI,South West,Ido/Osi II,AKINOSO EMMANUEL,APC,59,MALE
EKITI,South West,Ijero,OJO MARTINS ADEMOLA,APC,49,MALE
EKITI,South West,Ikere I,AFUYI FUMINIYI EBENEZER,APC,62,MALE
EKITI,South West,Ikere II,BABATUNDE LAWRANCE IDOWU,APC,41,FEMALE
EKITI,South West,Ikole I,OLUGBOYEGA ARIBISOGAN MATHEW,APC,53,MALE
EKITI,South West,Ikole II,ADEOYE STEPHEN ARIBASOYE,APC,42,MALE
EKITI,South West,Ilejemeje,OGUNLEYE OLUTOPE,APC,55,MALE
EKITI,South West,Irepodun/Ifelodun I,AKINDELE FEMI OLANREWAJU,APC,43,MALE
EKITI,South West,Irepodun/Ifelodun II,AYODEJI HAKEEM JAMIU,APC,53,MALE
EKITI,South West,Ise/Orun,AJAYI AYODEJI MOSES,APC,44,MALE
EKITI,South West,Moba I,ADEYEMI RAPHAEL AJIBADE,APC,39,MALE
EKITI,South West,Moba II,ARUBU MICHAEL KOLA,APC,61,MALE
EKITI,South West,Oye I,AWOYEMI OLUWASEUN REUBEN,APC,39,MALE
EKITI,South West,Oye II,OGUNYEMI OSATUYI ABRAHAM,APC,50,MALE
LAGOS,South West,Agege I,OBASA MUDASHIRU AJAYI,APC,45,MALE
LAGOS,South West,Agege II,OGUNDIMU OLUYINKA,APC,55,MALE
LAGOS,South West,Ajeromi/Ifelodun I,OLUMOH SAAD LUKMAN,APC,51,MALE
LAGOS,South West,Ajeromi/Ifelodun II,OLUWA OLATUNJI FATAI,APC,38,MALE
LAGOS,South West,Alimosho I,YUSUFF ADEBISI ABDULRAHMAN,APC,64,MALE
LAGOS,South West,Alimosho II,KEHINDE OLAIDE JOSEPH,APC,50,MALE
LAGOS,South West,Amuwo Odofin I,MOJISOLA KEHINDE ALLI-MACAULAY,APC,41,FEMALE
LAGOS,South West,Amuwo Odofin II,RAUF OLAWALE AGE-SULEIMAN,APC,47,MALE
LAGOS,South West,Apapa I,MERANDA MOJISOLA LASBAT,APC,38,FEMALE
LAGOS,South West,Apapa II,OLUMUYIWA WAHAB JIMOH,APC,44,MALE
LAGOS,South West,Badagry I,LAYODE IBRAHIM OLANREWAJU,APC,45,MALE
LAGOS,South West,Badagry II,SETONJI SAMUEL DAVID,APC,59,MALE
LAGOS,South West,Epe I,ABIODUN TOBUN MUSTAINU,APC,55,MALE
LAGOS,South West,Epe II,OGUNKELU SYLVESTER OLUWADAHUNSI,APC,39,MALE
LAGOS,South West,Eti-Osa I,ADAMS NOHEEM BABATUNDE,APC,38,MALE
LAGOS,South West,Eti-Osa II,YISHAWU GBOLAHAN RUFAI ALABI,APC,51,MALE
LAGOS,South West,Ibeju Lekki I,MOJEED FATAI ADEBOLA,APC,45,MALE
LAGOS,South West,Ibeju Lekki II,KAZEEM RAHEEM ADEWALE,APC,43,MALE
LAGOS,South West,Ifako/Ijaiye I,ADEWALE TEMITOPE A,APC,35,MALE
LAGOS,South West,Ifako/Ijaiye II,MAKINDE RASHEED LANRE,APC,43,MALE
LAGOS,South West,Ikeja I,MOHAMMED FOLAJIMI JUBRIL,APC,38,MALE
LAGOS,South West,Ikeja II,ADEDAMOLA KASUNMU,APC,35,MALE
LAGOS,South West,Ikorodu I,AGUNBIADE SANAI O. BOLANLE,APC,54,MALE
LAGOS,South West,Ikorodu II,SOLAJA-SAKA NURUDEEN,APC,55,MALE
LAGOS,South West,Kosofe I,SANNI GANIYU BABATUNDE OKANLAWON,APC,53,MALE
LAGOS,South West,Kosofe II,OLATUNDE ADEBAYO BRAIMOH,APC,58,MALE
LAGOS,South West,Lagos Island I,WASIU SANNI OLATUNJI ESHILOKUN,APC,57,MALE
LAGOS,South West,Lagos Island II,OLANREWAJU SULEIMAN AFINNI,APC,34,MALE
LAGOS,South West,Lagos Mainland I,OWOLABI IBRAHIM AJANI OLATUNBOSUN,APC,32,MALE
LAGOS,South West,Lagos Mainland II,MOSHOOD OLANREWAJU OSHUN,APC,49,MALE
LAGOS,South West,Mushin I,AKINSANYA AYINDE NURENI,APC,51,MALE
LAGOS,South West,Mushin II,OLAWALE SABURI OLAWALE,APC,54,MALE
LAGOS,South West,Ojo I,VICTOR OLUSEGUN AKANDE,APC,52,MALE
LAGOS,South West,Ojo II,TIJANI SURAJU OLATUNJI,APC,42,MALE
LAGOS,South West,Oshodi/Isolo I,SOKUNLE OLUSOLA HAKEEM,APC,48,MALE
LAGOS,South West,Oshodi/Isolo II,IDIMOGU JUDE EMEKA,APC,49,MALE
LAGOS,South West,Shomolu I,OLOWO ROTIMI EMMANUEL,APC,50,MALE
LAGOS,South West,Shomolu II,ABIRU ROTIMI LATEEF,APC,52,MALE
LAGOS,South West,Surulere I,DESMOND OLUSOLA ELLIOTT,APC,43,MALE
LAGOS,South West,Surulere II,SANGODARA MOSUNMOLA ROTIMI,APC,54,FEMALE
OGUN,South West,Egbado North I,ADEGOKE OLUSESI A.,ADC,35,MALE
OGUN,South West,Egbado North II,HARUNA ABIODUN WAHAB,ADC,34,MALE
OGUN,South West,Imeko-Afon,JEMILI AKINGBADA,ADC,59,MALE
OGUN,South West,Abeokuta North,OLUDOTUN TAIWO,APC,45,MALE
OGUN,South West,Abeokuta South I,ADEJOJO YUSUF TEMITOPE,APC,33,MALE
OGUN,South West,Ado-Odo/Ota I,YUSUF SHERIF ABIODUN,APC,44,MALE
OGUN,South West,Ifo I,OLAKUNLE TAIWO OLUOWO,APC,55,MALE
OGUN,South West,Ijebu East,ADAMS ISAAC OLUSHOLA,APC,40,MALE
OGUN,South West,Ijebu North East,FASUWA ABAYOMI JOHNSON,APC,45,MALE
OGUN,South West,Ijebu North II (Ago-Iwoye/Oru/Awa),OLUDARE KADIRI,APC,50,MALE
OGUN,South West,Ijebu-Ode,ODUWOLE KEMI OLAITAN,APC,53,MALE
OGUN,South West,Ikenne (Irepodun),OLAKUNLE SOBUKANLA,APC,40,MALE
OGUN,South West,Obafemi/Owode,SOWEYE DAMILOLA KAYODE,APC,38,MALE
OGUN,South West,Odeda,ELEMIDE OLUDAISI OLUSEGUN,APC,55,MALE
OGUN,South West,Odogbolu (Alekkun-Ifesowapo/Laporu,BELLO ATINUKE,APC,33,FEMALE
OGUN,South West,Ogun Waterside (Abigi/Ibiade/Iwopin/,BALOGUN AKEEM AGBOLADE,APC,53,MALE
OGUN,South West,Remo North (Idarapo),OSHO SOLOMON OLUWASEYI,APC,34,MALE
OGUN,South West,Sagamu I Offin,ABDUL BASHIR OLADUNJOYE,APC,40,MALE
OGUN,South West,Abeokuta North,MODUPE ONIKEPO MUJOTA,APM,46,FEMALE
OGUN,South West,Ado-Odo/Ota II,LAMIDI MUSEFIU OLATUNJI,APM,55,MALE
OGUN,South West,Egbado South (Ilaro/Owode),BOLANLE LATEEFAT AJAYI,APM,56,FEMALE
OGUN,South West,Ewekoro,AMOSUN YUSUF OLAWALE,APM,31,MALE
OGUN,South West,Ifo II,GANIYU ALANI OYEDEJI,APM,56,MALE
OGUN,South West,Ipokia,SIKIRATU AJIBOLA OLAWUNMI,APM,43,FEMALE
OGUN,South West,Sagamu II Makun,ADENIRAN ADEMOLA ADEYINKA,APM,34,MALE
ONDO,South West,Akoko North West I,JAMIU SULAIMAN MAITO,APC,48,MALE
ONDO,South West,Akoko North West II,MOHAMMED TAOFIK OLADELE,APC,38,MALE
ONDO,South West,Akoko South East,TOWASE KUTI OLUWASEGUNOTA,APC,52,MALE
ONDO,South West,Akoko South West I,OMOLE OLUGBENGA AKINOLA,APC,46,MALE
ONDO,South West,Akoko South West II,FELEMU GUDU BANKOLE OLUSEGUN,APC,59,FEMALE
ONDO,South West,Akure North,ABIODUN FALEYE,APC,62,MALE
ONDO,South West,Akure South I,BOROKINI TOLUWANI SIMEON,APC,32,MALE
ONDO,South West,Akure South II,OLAJIDE DAVID SUNDAY,APC,48,MALE
ONDO,South West,Ese-Odo,TORHUKERHIJO SUCCESS TAIWO,APC,55,MALE
ONDO,South West,Ifedore,OLEYELOGUN BAMIDELE DAVID,APC,55,MALE
ONDO,South West,Ilaje I,AKINRUNTAN ABAYOMI BABATUNDE,APC,45,MALE
ONDO,South West,Ilaje II,TOMOMEWO FAVOUR SEMILORE,APC,31,FEMALE
ONDO,South West,Ile-Oluji/Okeigbo,ADEFIRANYE AYODELE FESTUS,APC,48,MALE
ONDO,South West,Irele,ADEMOLA SAMUEL EDAMISAN,APC,48,MALE
ONDO,South West,Odigbo I,IROJU OGUNDEJI,APC,50,MALE
ONDO,South West,Odigbo II,ADEROBOYE SAMUEL ADEMOYE,APC,59,MALE
ONDO,South West,Okitipupa I,AKINROGUNDE AKINTOMIDE,APC,39,MALE
ONDO,South West,Okitipupa II,AKINWUMI SINA EMMANUEL,APC,39,MALE
ONDO,South West,Ondo East,OLADIJI OLAMIDE ADESANMI,APC,51,MALE
ONDO,South West,Ondo West II,WILLIAMS ADEWINLE ADEWALE,APC,48,MALE
ONDO,South West,Ose,OLUYEDE OLUSHOLA FEYIDE,APC,54,MALE
ONDO,South West,Owo I,OGUNMOLASUYI OLUWOLE EMMANUEL,APC,44,MALE
ONDO,South West,Owo II,ADEYEMI OLAYEMI ADESHINA,APC,44,MALE
ONDO,South West,Akoko North East,ELEGBELEYE RASHEED,PDP,52,MALE
ONDO,South West,Idanre,AKINGBASO FESTUS O,PDP,48,MALE
ONDO,South West,Ondo West I,AKINRIBIDO TOMIDE LEONARD,ZLP,31,MALE
OSUN,South West,Atakunmosa East And West,KOMOLAFE BABATUNDE FESTUS,APC,45,MALE
OSUN,South West,Ayedaade,OLODO TAIWO ADEBAYO,APC,52,MALE
OSUN,South West,Ayedire,OGUNKANMI ABIDEMI GBENGA,APC,46,MALE
OSUN,South West,Boripe/Boluwa-Duro,POPOOLA SIMEON OLUFEMI,APC,60,MALE
OSUN,South West,Egbedore,IBIROGBA JOHN BABATUNDE,APC,54,MALE
OSUN,South West,Ejigbo,OYEKUNLE ISRAEL ADEKUNLE,APC,56,MALE
OSUN,South West,Ife Central,ADEBUSOLA TAIWO HEZEKIAH,APC,43,MALE
OSUN,South West,Ife East,ADEYEYE OLAJIDE MARTINS,APC,59,MALE
OSUN,South West,Ife North,OLATUNJI BABATUNDE LEKAN,APC,36,MALE
OSUN,South West,Ife South,OGUNDIPE BENJAMIN OLUGBENGA,APC,45,MALE
OSUN,South West,Ifedayo,ABIOYE ADENIKE ELIZABETH,APC,57,FEMALE
OSUN,South West,Ifelodun,JIMOH MULIKAT ABIOLA,APC,46,FEMALE
OSUN,South West,Ila,ADEBISI LATEEF ADELANI,APC,53,MALE
OSUN,South West,Ilesa East,TIMOTHY OWOEYE,APC,46,MALE
OSUN,South West,Ilesa West,ADEWALE RICHARDS ADEDOYIN,APC,47,MALE
OSUN,South West,Irepodun/Orulu,OLATEJU NASIRU BABATUNDE,APC,70,MALE
OSUN,South West,Irewole/Isokan,OLANREWAJU MARUF AJIBOLA,APC,58,MALE
OSUN,South West,Iwo,UZAMOT HALILY ADEBAYO,APC,46,MALE
OSUN,South West,Odo-Otin,ADETOYI YINKA MICHAEL,APC,46,MALE
OSUN,South West,Ola-Oluwa,ADEGBILE ADIRULAHI ABEFE,APC,34,MALE
OSUN,South West,Olorunda,AKANDE MOSHOOD KUNLE,APC,62,MALE
OSUN,South West,Oriade,OJO DESMOND BABATUNDE OLUMIDE,APC,41,MALE
OSUN,South West,Osogbo,BADAMASI TAOFEEK OLATUNDE,APC,48,MALE
OSUN,South West,Ede North,KOFOWOROLA ADEWUMI BABAJIDE,PDP,43,MALE
OSUN,South West,Ede South,STEPHEN AKANFE O.,PDP,38,MALE
OSUN,South West,Obokun,ADEYEMI ADEWUMI,PDP,34,MALE
OYO,South West,Ogbomoso North,OLADEJI BIMBO OLAWUMI,ADP,50,FEMALE
OYO,South West,Afijio,OLUSEYI ADISA,APC,35,MALE
OYO,South West,Atiba,ALARAPE ASIMIYU NIRAN,APC,56,MALE
OYO,South West,Ogo-Oluwa/Surulere,OYELEKE SIMON ADEGBOLA,APC,54,MALE
OYO,South West,Oriire,BAMIGBOYE JACOB ABIDOYE,APC,54,MALE
OYO,South West,Oyo East/Oyo West,ISIAKA KAZEEM TUNDE,APC,38,MALE
OYO,South West,Akinyele I,FATOKUN AYOTUNDE O.,PDP,34,MALE
OYO,South West,Akinyele II,OLATUNDE KEHINDE,PDP,54,MALE
OYO,South West,Egbeda,BABALOLA O. SAMSON,PDP,26,MALE
OYO,South West,Ibadan North I,OYEKUNLE FOLA S.,PDP,35,MALE
OYO,South West,Ibadan North II,ADEBAYO BABAJIDE G.,PDP,34,MALE
OYO,South West,Ibadan North-East I,OLAMIDE OLAGOKE,PDP,32,MALE
OYO,South West,Ibadan North-East II,OWOLABI OLUSHOLA,PDP,33,MALE
OYO,South West,Ibadan North-West,AKEEM OBADARA,PDP,54,MALE
OYO,South West,Ibadan South-East I,ABDULLAHI ADEMOLA RASAK,PDP,43,MALE
OYO,South West,Ibadan South-East II,"POPOOLA ADEMOLA O,",PDP,42,MALE
OYO,South West,Ibadan South-West I,YUSUF ADEBISI,PDP,26,MALE
OYO,South West,Ibadan South-West II,OLUWAFEMI FOWOKANNU,PDP,45,MALE
OYO,South West,Ibarapa Central/Ibarapa North,OJEDOKUN PETER,PDP,65,MALE
OYO,South West,Ibarapa East,OGUNDOYIN DEBO EDWARD,PDP,31,MALE
OYO,South West,Ido,MOBAJE RAZAK,PDP,48,MALE
OYO,South West,Irepo/Olorunsogo,KAZEEM OLAYANJU,PDP,33,MALE
OYO,South West,Iseyin/Itesiwaju,ADEMOLA BAMIDELE,PDP,42,MALE
OYO,South West,Iwajowa,ADEDIBU HAKEEM A.,PDP,40,MALE
OYO,South West,Kajola,AKEEM MUSTAPHA,PDP,46,MALE
OYO,South West,Lagelu,AKINJUNDE OLAJIDE,PDP,39,MALE
OYO,South West,Ogbomoso South,SANTO ADEDOYIN,PDP,49,MALE
OYO,South West,Oluyole,FRANCIS A. ADETUNJI,PDP,49,MALE
OYO,South West,Ona-Ara,ABIODUN FADEYI,PDP,51,MALE
OYO,South West,Orelope,ADEBUNMI L. OLAYIWOLA,PDP,43,MALE
OYO,South West,Saki East/Atisbo,SAMINU RIDWAN GBADAMOSI,PDP,42,MALE
OYO,South West,Saki West,OKEDOYIN FEMI,PDP,30,MALE
