STATE,GEOPOLITICAL ZONE,CONSTITUENCY,NAME,PARTY,AGE,GENDER
BENUE,North Central,Konshisha I (Gaav),DYAKO CEPHAS TAUERSHIMA,ADC,27,MALE
BENUE,North Central,Katsina Ala East,AGBIDYEH JONATHAN AKUTE,APC,49,MALE
BENUE,North Central,Katsina Ala West,ORBAN JACOB TERUNGWA,APC,36,MALE
BENUE,North Central,Makurdi North I,KWAGH-KUDI THOMAS TERFA,APC,36,MALE
BENUE,North Central,Oju I,OGBU STEVE OTUMALA,APC,45,MALE
BENUE,North Central,Otukpo/Akpa (Otukpo I),ODEH JOHNSON BABA,APC,54,MALE
BENUE,North Central,Tarka,MNGUTYO BENJAMIN BEM,APC,57,MALE
BENUE,North Central,Ado,AGNES ULOKO,PDP,49,FEMALE
BENUE,North Central,Adoka/Ugboju (Otukpo II),MICHAEL AUDU,PDP,38,MALE
BENUE,North Central,Agatu,EDOH ABU GODWIN,PDP,55,MALE
BENUE,North Central,Apa,ABU UMARU JAMES,PDP,47,MALE
BENUE,North Central,Buruku,BUNDE IYONGO TORKUMA,PDP,38,MALE
BENUE,North Central,Gboko East,AGAIBE N.,PDP,49,FEMALE
BENUE,North Central,Gboko West,TERNA ACHIR,PDP,46,MALE
BENUE,North Central,Guma,WILLIAM MKANGE O.,PDP,50,MALE
BENUE,North Central,Gwer East,AGBATSE GEOFFRY,PDP,36,MALE
BENUE,North Central,Gwer West,CHEMETYOAPINE DAMIAN,PDP,36,MALE
BENUE,North Central,Kwande East,TERTSEA GBISEH,PDP,45,MALE
BENUE,North Central,Kwande West,SUGH ABANYI,PDP,58,MALE
BENUE,North Central,Logo,YAGBA VICTOR K.,PDP,42,MALE
BENUE,North Central,Makurdi South II,TERWASE AONDOAKAA,PDP,47,MALE
BENUE,North Central,Obi,ONCHE PETER,PDP,46,MALE
BENUE,North Central,Ogbadibo,PETER PATRICK ENEMARI,PDP,43,MALE
BENUE,North Central,Ohimini,CHRISTOPHER ADAJI,PDP,58,MALE
BENUE,North Central,Oju II,OKANGA JOSEPH OKPONYA,PDP,34,MALE
BENUE,North Central,Okpokwu,ANTHONY AGOM,PDP,42,MALE
BENUE,North Central,Ukum,THOMAS MLANGA,PDP,44,MALE
BENUE,North Central,Ushongo,ABASS IORWUESE AKOSO,PDP,43,MALE
BENUE,North Central,Vandeikya-Kyan II,UBA TITUS TYOAPINE,PDP,53,MALE
BENUE,North Central,Vandeikya-Tiev I,UCHA TERKAA D.,PDP,44,MALE
KOGI,North Central,Adavi,IBRAHIM USMAN,APC,45,MALE
KOGI,North Central,Ajaokuta,BELLO HASSAN ABDULLAHI,APC,37,MALE
KOGI,North Central,Ankpa I,AHMED MOHAMMED,APC,40,MALE
KOGI,North Central,Ankpa II,ALFA MOMOH RABIU,APC,41,MALE
KOGI,North Central,Bassa,DANIYA RANYI,APC,47,MALE
KOGI,North Central,Dekina/Biraidu (Dekina I),MOSES EDOKO ODODO,APC,49,MALE
KOGI,North Central,Ibaji,JOHN MONDAY UGADA ABAH,APC,57,MALE
KOGI,North Central,Idah,SULEIMAN ATTAJACHI MUSA,APC,60,MALE
KOGI,North Central,Igalamela/Odolu,ATABOR HENRY COSMAS,APC,42,MALE
KOGI,North Central,Ijumu,KILANI OLUSOLA OLUMO,APC,55,MALE
KOGI,North Central,Kabba/Bunu,KOLAWOLE OLUSHOLA MATTEW,APC,53,MALE
KOGI,North Central,Kogi (K.K),ABUBAKAR MUHAMMED TANKO,APC,43,MALE
KOGI,North Central,Lokoja I,UMAR ALHAJI ISA TANIMU,APC,56,MALE
KOGI,North Central,Lokoja II,NDAKO IDRIS MUHAMMED,APC,48,MALE
KOGI,North Central,Mopa-Muro,ADEMOLA BELLO,APC,41,MALE
KOGI,North Central,Ofu,AMODU SEIDU SHEHU,APC,41,MALE
KOGI,North Central,Ogori/Magongo,AKANDE OKE MOSES,APC,52,MALE
KOGI,North Central,Okehi,MUKTAR BAJEH,APC,38,MALE
KOGI,North Central,OKENE I (TOWN),MOHAMMED LAWI AHMED,APC,41,MALE
KOGI,North Central,Okene II (South),AHMED DAHIRU,APC,46,MALE
KOGI,North Central,Okura (Dekina II),ENEMA PAUL,APC,39,MALE
KOGI,North Central,Olamaboro,UJAH AZEWO ANTHONY,APC,36,MALE
KOGI,North Central,Omala,MUSA ATTAI HILARIONCOLLINS,APC,35,MALE
KOGI,North Central,Yagba East,MUSA JIMOH,APC,54,MALE
KOGI,North Central,Yagba West,ADERONKE ARO,APC,48,FEMALE
KWARA,North Central,Afon (Asa I),ALIYU WAHAB OPAKUNLE,APC,54,MALE
KWARA,North Central,Balogun/Ojumu (Offa I),POPOOLA SAHEED ADEKEYE,APC,47,MALE
KWARA,North Central,Edu,NDAMUSA MOHAMMED GUYEGI,APC,58,MALE
KWARA,North Central,Ekiti,ABOLARIN GANIYU GABRIEL,APC,42,MALE
KWARA,North Central,Gwanabe/Adena/Bann I (Kaiama I),AHMED SAIDU BABA,APC,45,MALE
KWARA,North Central,Ilesha/Gwanara (Baruten I),SALIHU YAKUBU DANLADI,APC,33,MALE
KWARA,North Central,Ilorin Central (Ilorin West I),MAGAJI ABUBAKAR OLAWOYIN,APC,52,MALE
KWARA,North Central,Ilorin East,JIMOH ALI YUSUF,APC,39,MALE
KWARA,North Central,Ilorin North West (Ilorin West II),ABDULGAFAR OLAYEMI AYINLA,APC,29,MALE
KWARA,North Central,Ilorin South,SULEIMAN SHEHU ABDUSSALAM,APC,51,MALE
KWARA,North Central,Irepodun,AWODIJI OMATAYO FELIX,APC,59,MALE
KWARA,North Central,Isin,AWOLOLA OLUMIDE AYOKUNLE,APC,46,MALE
KWARA,North Central,Kaiama/Wajibe/Kemanji (Kaiama II),ABDULLAHI HALIDU DAN BABA,APC,40,MALE
KWARA,North Central,Lanwa/Ejidongari (Moro I),BELLO JOHN OLANREWAJU,APC,58,MALE
KWARA,North Central,Odo-Ogun (Oyun I),YUSUF ATOYEBI MUSA,APC,42,MALE
KWARA,North Central,Oke-Ero,ADETIBA OLANREWAJU RAPHAEL O.,APC,42,MALE
KWARA,North Central,Oke-Ogun (Oyun II),OJO OLAYIWOLA OYEBODE,APC,43,MALE
KWARA,North Central,Okuta/Ayashkira (Baruten II),MOHAMMED BABA SALIHU,APC,47,MALE
KWARA,North Central,Oloru/Malete/Ipaiye (Moro II),BABATUNDE ABDULKAREEM PAKU,APC,52,MALE
KWARA,North Central,Omupo/Igbaja (Ifelodun I),OWOLABI OLATUNO R.,APC,42,MALE
KWARA,North Central,Onire/Owode (Asa II),AMABALI OLATUNJI IBRAHIM,APC,52,MALE
KWARA,North Central,Pategi,AHMED SAIDU RUFAI,APC,40,MALE
KWARA,North Central,Share/Oke-Ode (Ifelodun II),SALAHU FOLABI GANIYU,APC,56,MALE
KWARA,North Central,Shawo/Essa (Offa II),YUSUF ABDULWAHEED AYINDE GBENGA,APC,36,MALE
NASARAWA,North Central,Akwanga North,NEHEMIAH TSENTSE,APC,46,MALE
NASARAWA,North Central,Awe North,UMAR TANKO TUNGA,APC,55,MALE
NASARAWA,North Central,Awe South,YAKUBU SULEIMAN ABDULLAHI,APC,46,MALE
NASARAWA,North Central,Keana,MOHAMMED ADAMU OMADEFU,APC,42,MALE
NASARAWA,North Central,Keffi West,ALIYU ABRAHIM NANA,APC,41,MALE
NASARAWA,North Central,Lafia Central,ABDULLAHI DAHIRU ANGIBI,APC,35,MALE
NASARAWA,North Central,Lafia North,MOHAMMED IBRAHIM ALKALI,APC,53,MALE
NASARAWA,North Central,Nassarawa Central,ADAMU SULEIMAN IBRAHIM,APC,41,MALE
NASARAWA,North Central,Nassarawa Eggon East,MOHAMMED IBRAHIM AGA MULUKU,APC,58,MALE
NASARAWA,North Central,Nassarawa West (Loko/Udege),OKPOKU ODEGE MUHAMMAD,APC,46,MALE
NASARAWA,North Central,Toto/Gadabuke (Toto I),USMAN LABARAN SHAFA,APC,53,MALE
NASARAWA,North Central,Uke/Karshi (Karu II),MOHAMMED BELLO ISA,APC,38,MALE
NASARAWA,North Central,Umaisha/Dausa (Toto II),IBRAHIM BALARABE ADBULLAHI,APC,55,MALE
NASARAWA,North Central,Wamba,ALI DOGARA MOHAMMED,APC,53,MALE
NASARAWA,North Central,Akwanga South,JACOB S' TSEBE,PDP,44,MALE
NASARAWA,North Central,Doma South,JOHN OSEWU,PDP,54,MALE
NASARAWA,North Central,Karu/Gitata (Karu I),DAVID MAIYAKI,PDP,40,MALE
NASARAWA,North Central,Nassarawa Eggon West,ABEL YAKUBU BALA,PDP,52,MALE
NASARAWA,North Central,Obi I,IBRAHIM PETER AKWE,PDP,45,MALE
NASARAWA,North Central,Obi II,LUKA ILIYA ZHEKABA,PDP,47,MALE
NASARAWA,North Central,Keffi East,SULAIMAN ABDULAZIZ DANLADI,SDP,29,MALE
NASARAWA,North Central,Doma North,MUSA  SALIHU IYIMOGAH,ZLP,28,MALE
NIGER,North Central,Agwara,AHAMED ABDULLAHI A,APC,60,MALE
NIGER,North Central,Bida I,BAKO KASIM ALFA,APC,58,MALE
NIGER,North Central,Bida II,MOHAMMED ALHAJI HARUNA,APC,43,MALE
NIGER,North Central,Borgu,MOHAMMED ABBA BALA,APC,55,MALE
NIGER,North Central,Bosso,MADAKI MALIK BOSSO,APC,51,MALE
NIGER,North Central,Chanchaga,MARAFA AHMED GUNI,APC,48,MALE
NIGER,North Central,Edati,SALIHU MOHAMMED TAMA,APC,35,MALE
NIGER,North Central,Gbako,HUSSANI YABAGI AKOTE,APC,49,MALE
NIGER,North Central,Gurara,BINTA MAMMAN,APC,40,FEMALE
NIGER,North Central,Katcha,YABAGI UMAR,APC,46,MALE
NIGER,North Central,Kotangora I,BAKO PHALAL,APC,36,MALE
NIGER,North Central,Kotangora II,SALE IBRAHIM A,APC,34,MALE
NIGER,North Central,Lapai,MUSA IDRIS VATSA,APC,59,MALE
NIGER,North Central,Lavun,NDAGI JIBRIL BABA,APC,31,MALE
NIGER,North Central,Magama,MUSA SULEIMAN NASKO,APC,30,MALE
NIGER,North Central,Mariga,IBRAHIM ILYASU,APC,52,MALE
NIGER,North Central,Mashegu,ABUBAKAR UMAR,APC,30,MALE
NIGER,North Central,Mokwa,SHABA ABDULLAHI GBARA,APC,59,MALE
NIGER,North Central,Munya,JAGABA DANJUMA ANDREW,APC,47,MALE
NIGER,North Central,Paikoro,SULEIMAN GAMBO RABIU,APC,49,MALE
NIGER,North Central,Rafi,MAGANI ABDULLAHI G,APC,61,MALE
NIGER,North Central,Rijau,IBRAHIM ISAH DANDODO,APC,58,MALE
NIGER,North Central,Shiroro,ABDULLAHI AHMED BAWA,APC,48,MALE
NIGER,North Central,Suleja,MOHAMMED LIMAN IYA SHUABU,APC,58,MALE
NIGER,North Central,Tafa,ABDULLAHI BAWA,APC,51,MALE
NIGER,North Central,Wushishi,MOHAMMED BASHIR ABDULLAHI LOKOGOMA,APC,45,MALE
PLATEAU,North Central,Bokkos,AMURUDU ATELY USAINI,APC,40,MALE
PLATEAU,North Central,Jos East,ABOK NUHU AYUBA,APC,32,MALE
PLATEAU,North Central,Jos North I (NORTH),PETER AJANG AZI,APC,64,MALE
PLATEAU,North Central,Kanam I,SALEH SHEHU YIPMONG,APC,46,MALE
PLATEAU,North Central,Kanam II,ISMAILA HUDU BALA,APC,61,MALE
PLATEAU,North Central,Kanke,WALLOK PHILIP GOMA,APC,38,MALE
PLATEAU,North Central,Mangu North,ABDULL ADAMU YANGA,APC,47,MALE
PLATEAU,North Central,Mikang,NAANLONG GAPYIL DANIEL,APC,40,MALE
PLATEAU,North Central,Pankshin North,DASUN PHILIP PETER,APC,39,MALE
PLATEAU,North Central,Pankshin South,HENRY SOEMBIS LONGS,APC,52,MALE
PLATEAU,North Central,Qua'an Pan North,ERIC PIANGAT DAKOGOL,APC,47,MALE
PLATEAU,North Central,Qua'an Pan South,ABUBAKAR MOHAMMED N,APC,49,MALE
PLATEAU,North Central,Shendam,KWAPFUAN LIVINUS JAMES,APC,40,MALE
PLATEAU,North Central,Wase,YAHAYA ADAMU,APC,50,MALE
PLATEAU,North Central,Barkin Ladi,PETER IBRAHIM GYENDENG,PDP,50,MALE
PLATEAU,North Central,Jos North II (West),DUSU ESTHER SIMI,PDP,51,FEMALE
PLATEAU,North Central,Jos South,DALYOP GWOTTSON F,PDP,51,MALE
PLATEAU,North Central,Langtang Central  (Lantang North II),DANIEL NANBOL LISTICK,PDP,44,MALE
PLATEAU,North Central,Langtang North I,PIRFA JINGFA TYEM,PDP,37,MALE
PLATEAU,North Central,Langtang South (Mabudi),ZIMTIM SOCHANG,PDP,50,MALE
PLATEAU,North Central,Mangu South,BALA FWANGJE N,PDP,39,MALE
PLATEAU,North Central,Riyom,TIMOTHY DANTONG,PDP,45,MALE
PLATEAU,North Central,Rukuba/Irigwe (Bassa II),MUSA AGAH AVIA,PDP,44,MALE
ADAMAWA,North East,Ganye,ALHASSAN HAMMAN JODA,APC,36,MALE
ADAMAWA,North East,Girei,MOHAMMED MUTAWALLI ALHAJI,APC,49,MALE
ADAMAWA,North East,Koma/Leko (Jada I),ABDULLAHI AHMADU,APC,38,MALE
ADAMAWA,North East,Maiha,ISA YAHAYA,APC,53,MALE
ADAMAWA,North East,Mubi North,SHUAIBU MUSA,APC,46,MALE
ADAMAWA,North East,Mubi South,MUSA UMARU BORORO,APC,48,MALE
ADAMAWA,North East,Shelleng,ABUBAKAR ISAH,APC,43,MALE
ADAMAWA,North East,Toungo,ABDULLAHI UMAR,APC,43,MALE
ADAMAWA,North East,Yola South,KABIRU MIJINYAWA,APC,49,MALE
ADAMAWA,North East,Demsa,RAYMOND KATE M.,PDP,54,FEMALE
ADAMAWA,North East,Gombi,KEFAS JAPHET,PDP,53,MALE
ADAMAWA,North East,Guyuk,DINGLOK ADAWA,PDP,36,MALE
ADAMAWA,North East,Hong (Hong II),WESLEY BATHIYA,PDP,35,MALE
ADAMAWA,North East,Jada/Mbulo (Jada II),YUTTISURI H/TUKUR,PDP,53,MALE
ADAMAWA,North East,Lamurde,MYANDASA BAUNA,PDP,49,MALE
ADAMAWA,North East,Madagali,HARUNA JKANTIKIRI,PDP,46,MALE
ADAMAWA,North East,Michika,KWADA JOSEPH AYUBA,PDP,51,MALE
ADAMAWA,North East,Nassaraw/Binyeri (Mayobelwa I),NASHON UMAR G.,PDP,42,MALE
ADAMAWA,North East,Numan,MACKONDO PWAMWAKENO,PDP,46,MALE
ADAMAWA,North East,Song,ISA SIMON,PDP,47,MALE
ADAMAWA,North East,Uba/Gaya (Hong I),ABBAS AMINUIVA,PDP,45,MALE
BAUCHI,North East,Alkaleri I,YUSUF MOHAMMED BAKO,APC,48,MALE
BAUCHI,North East,Dambam,BABALLE ABUBAKAR DAMBAM,APC,52,MALE
BAUCHI,North East,Darazo I,KAWUWA SHEHU DAMINA,APC,56,MALE
BAUCHI,North East,Darazo II,SAIDU ABDU ISAH SADE,APC,55,MALE
BAUCHI,North East,Dass,MUSA MANTAI,APC,60,MALE
BAUCHI,North East,Gamawa I,BELLO SARKI JADORI,APC,53,MALE
BAUCHI,North East,Gamawa II,UMAR YAKUBU,APC,48,MALE
BAUCHI,North East,Ganjuwa East,GAZALI ABUBAKAR WUNTI,APC,46,MALE
BAUCHI,North East,Ganjuwa West,YUSUF INUWA DADIYE,APC,48,MALE
BAUCHI,North East,Giade,DAN UMMA BELLO,APC,54,MALE
BAUCHI,North East,Itas-Gadau,BALA RABILU,APC,44,MALE
BAUCHI,North East,Katagum II,ALI DAN'IYA,APC,45,MALE
BAUCHI,North East,Ningi I,ABUBAKAR SULEIMAN Y,APC,49,MALE
BAUCHI,North East,Ningi II,ADO WAKILI,APC,58,MALE
BAUCHI,North East,Shira I,BELLO MUAZU,APC,47,MALE
BAUCHI,North East,Shira II,SALE HODI JIBIR,APC,56,MALE
BAUCHI,North East,Warji,YUNUSA AHMED,APC,49,MALE
BAUCHI,North East,Bauchi I,UMARU DAHIRU JAMILU,NNPP,38,MALE
BAUCHI,North East,Alkaleri II,DAN BALA ABDULLAHI,PDP,45,MALE
BAUCHI,North East,Bauchi II,KAWULE DANLAMI AHMED,PDP,45,MALE
BAUCHI,North East,Bogoro,NAKWADA WAKILLI MUSA,PDP,50,MALE
BAUCHI,North East,Jama'are,MOHAMMED SALEH,PDP,53,MALE
BAUCHI,North East,Kirfi,DEWU ABDULKADIR UMAR,PDP,39,MALE
BAUCHI,North East,Misau I,BOBBO BAKOJI ALIYU,PDP,51,MALE
BAUCHI,North East,Misau II,MUHAMMED BABAYO,PDP,62,MALE
BAUCHI,North East,Tafawa Balewa,MUSA MOHAMMED LUMO,PDP,52,MALE
BORNO,North East,Abadam,JAMNA BONG,APC,41,MALE
BORNO,North East,Askiru/Uba,ABDULLAHI MUSA ASKIRA,APC,50,MALE
BORNO,North East,Bama I,BABAMALA BUKAR,APC,50,MALE
BORNO,North East,Bama II (Gulumba/Waloji),BABASHEHU MALLAM BABA,APC,43,MALE
BORNO,North East,Bayo,UMAR JAURO AUDI,APC,55,MALE
BORNO,North East,Biu,YAKUBU GAMBO KIMBO,APC,46,MALE
BORNO,North East,Chibok,AIMU FONI,APC,66,MALE
BORNO,North East,Damboa,MALAMI WAKIL,APC,58,MALE
BORNO,North East,Dikwa,MOHAMMED ZAKARIYA,APC,50,MALE
BORNO,North East,Gubio,GUBO MORUMA,APC,54,MALE
BORNO,North East,Guzamala,ABDULKARIM LAWAN,APC,55,MALE
BORNO,North East,Gwoza,ABDULLAHI BUBA ABATCHA,APC,42,MALE
BORNO,North East,Hawul,AYUBA STEPHEN WAKAWA,APC,40,MALE
BORNO,North East,Jere,AJIKOLO IBRAHIM KHADI,APC,49,MALE
BORNO,North East,Kaga,MUSTAPHA ALI BEMSHEIKH,APC,67,MALE
BORNO,North East,Kala Balge,DIGE MOHAMMED,APC,56,MALE
BORNO,North East,Konduga,ALI BULAMA YAJIWA,APC,60,MALE
BORNO,North East,Kukawa,HARUNA KUKAWA,APC,51,MALE
BORNO,North East,Kwaya Kusar,ABUBAKAR IBRAHIM BABALE,APC,40,MALE
BORNO,North East,Mafa,BABA ALI MODU,APC,46,MALE
BORNO,North East,Magumeri,AUDU MUSTAPHA,APC,45,MALE
BORNO,North East,Maiduguri M.C,ALI KOTOKO,APC,45,MALE
BORNO,North East,Marte,MOHAMMED GAMBOMI MARTE,APC,47,MALE
BORNO,North East,Mobbar,USMAN LAWAN MORUMA,APC,53,MALE
BORNO,North East,Monguno,MAINA MUSTAPHA GARBU,APC,54,MALE
BORNO,North East,Ngala,BUKAR MUSTAPHA DALATU,APC,64,MALE
BORNO,North East,Nganzai,WAKIL BUKAR LAWAN,APC,54,MALE
BORNO,North East,Shani,IBRAHIM MUSA INUWA,APC,36,MALE
GOMBE,North East,Akko Central,ABUBAKAR MOHAMMED,APC,34,MALE
GOMBE,North East,Akko North,YAHAYA MOHAMMED KAKA,APC,32,MALE
GOMBE,North East,Akko West,ABDULLAHI ABUBAKAR,APC,43,MALE
GOMBE,North East,Balanga North,BUBA MUSA,APC,31,MALE
GOMBE,North East,Balanga South,ADAMU HAMZA,APC,53,MALE
GOMBE,North East,Deba,MOHAMMED SAIDU,APC,36,MALE
GOMBE,North East,Dukku North,NASIRU ABDULKARIM,APC,35,MALE
GOMBE,North East,Dukku South,ADAMU UMAR A,APC,33,MALE
GOMBE,North East,Funakaye North,SADAM BELLO SALE,APC,28,MALE
GOMBE,North East,Funakaye South,BAPPAH USMAN JURARA,APC,64,MALE
GOMBE,North East,Gombe North,MANU ALIYU BABA,APC,40,MALE
GOMBE,North East,Gombe South,HASSAN MUSTAPHA USMAN,APC,32,MALE
GOMBE,North East,Kaltungo East,GAULE YARIMA LADAN,APC,50,MALE
GOMBE,North East,Kaltungo West,YAKUBU BASHIR BARAU,APC,33,MALE
GOMBE,North East,Kwami East,HARUNA SHUABU ADAMU,APC,48,MALE
GOMBE,North East,Kwami West,BUBA SIDDI,APC,50,MALE
GOMBE,North East,Pero Chonge (Shongom II),SAMUEL MARKUS,APC,35,MALE
GOMBE,North East,Yalmatu West (Yemaltu Deba III),ABUBAKAR SADIQ IBRAHIM,APC,50,MALE
GOMBE,North East,Yamaltu East  (Yemaltu Deba II),PATA ADAMU SALE,APC,59,MALE
GOMBE,North East,Billiri East,DANIEL RABI,PDP,56,FEMALE
GOMBE,North East,Billiri West,KARDI TULFUGUT M.,PDP,53,MALE
GOMBE,North East,Nafada North,AMADU ALHAJI A.,PDP,42,MALE
GOMBE,North East,Nafada South,ADAMU MUSA A.,PDP,60,MALE
GOMBE,North East,Shongom I,IGNATIUS ASMAU M.,PDP,40,FEMALE
TARABA,North East,Gassol II,SULAIMAN ABBAS,APC,46,MALE
TARABA,North East,Jalingo I,ABUBAKAR YAHUZA MAIDALAILU,APC,38,MALE
TARABA,North East,Jalingo II,TAFIDA NASIRU USMAN,APC,31,MALE
TARABA,North East,Karim Lamido II,ADAMU MOHAMMED,APC,44,MALE
TARABA,North East,Nguroje (Sardauna II),BASHIR MOHAMMED,APC,43,MALE
TARABA,North East,Ardo-Kola,BUKUNI DOMINIC NZINANG,PDP,65,MALE
TARABA,North East,Bali I,MAIKUDI GAMBO,PDP,50,MALE
TARABA,North East,Bali II,ABDULLAHI HAMMAN ADAMA BORKONO,PDP,48,MALE
TARABA,North East,Donga,YAHAYA DOUGLAS NDATSE,PDP,58,MALE
TARABA,North East,Gashaka,GAYAM MOHAMMED UMAR GALADIMA,PDP,50,MALE
TARABA,North East,Gassol I,KAURA ABBAS UMAR,PDP,51,MALE
TARABA,North East,Gembu (Sardauna I),AHMAD JEDUA DAWUD,PDP,48,MALE
TARABA,North East,Ibi,ABDULKARIM MOHAMMED,PDP,56,MALE
TARABA,North East,Karim Lamido I,MAIJANKAI CHARLES ABIHUDA,PDP,58,MALE
TARABA,North East,Kurmi,ENEME TAFARKI AGBADU,PDP,57,MALE
TARABA,North East,Lau,KUNINI JOSEPH ALBASU,PDP,50,MALE
TARABA,North East,Mbamnga (Sardauna III),DIAH PETER ABEL,PDP,47,MALE
TARABA,North East,Takum I,GARBA AJIYA SAMSON,PDP,60,MALE
TARABA,North East,Takum II,MARK BAKO USENI,PDP,,MALE
TARABA,North East,Ussa/Likam,ANDERIFUN TIMOTHY HABILA,PDP,51,MALE
TARABA,North East,Wukari I,SABO PIUS,PDP,50,MALE
TARABA,North East,Wukari II,AJI JOSIAH JOHN,PDP,53,MALE
TARABA,North East,Yorro,GWAMPO MOHAMMED D,PDP,54,MALE
TARABA,North East,Zing,BONZENA JOHN KIZITO,PDP,60,MALE
YOBE,North East,Bade East,MAIMOTA MOHAMMED KABIR,APC,46,MALE
YOBE,North East,Bade West,BIZI GAFO MAIZABU,APC,61,MALE
YOBE,North East,Bursari,JAWA MALA LAWAN,APC,70,MALE
YOBE,North East,Damagum (Fune I),BUBA CHIROMA ALHAJI,APC,50,MALE
YOBE,North East,Damaturu I,BAZAM MOHAMMED,APC,47,MALE
YOBE,North East,Damaturu II,IBRAHIM BUBA,APC,47,MALE
YOBE,North East,Fika Ngalda (Fika I),MALURI YAKUBU SULEIMAN,APC,52,MALE
YOBE,North East,Geidam North,MUSTAPHA ALHAJI BUKAR,APC,30,MALE
YOBE,North East,Geidam South,ALI MOHAMMED,APC,54,MALE
YOBE,North East,Goya Ngeji (Fika II),SANI ISHAKU AUDU,APC,42,MALE
YOBE,North East,Gujba,BUKAR BULAMA,APC,50,MALE
YOBE,North East,Gulani,BULARAFA BUNU ZANNA,APC,64,MALE
YOBE,North East,Jajere  (Fune II),GANA MAINA DIGMA,APC,56,MALE
YOBE,North East,Jakusko,DACHIA YA'U USMAN,APC,49,MALE
YOBE,North East,Karasuwa,DOGO ADAMU DALA,APC,56,MALE
YOBE,North East,Machina,MAINA KACHALLAH AJIYA,APC,49,MALE
YOBE,North East,Mamudo (Potiskum II),ISA MOHAMMED,APC,40,MALE
YOBE,North East,Nangere,LAWAN SAMINU MUSA,APC,38,MALE
YOBE,North East,Nguru II,MIRWA AHMED LAWAN,APC,49,MALE
YOBE,North East,Potiskum  (Potiskum I),BAZUWA ABDULLAHI ADAMU,APC,37,MALE
YOBE,North East,Tarmuwa,SALEH BUBA MAINA,APC,41,MALE
YOBE,North East,Yunusari,DUMBOL AHMED MUSA,APC,58,MALE
YOBE,North East,Yusufari,MOHAMMED HASSAN,APC,53,MALE
YOBE,North East,Nguru I,LAWAL INUWA SANI,PDP,32,MALE
JIGAWA,North West,Auyo,ISHAQ SANI,APC,61,MALE
JIGAWA,North West,Babura I,KABIRU ISAH,APC,44,MALE
JIGAWA,North West,Birnawa,KERIYA HASSAN,APC,62,MALE
JIGAWA,North West,Birnin Kudu,MUHAMMAD SIRAJ,APC,48,MALE
JIGAWA,North West,Buji,SALE BABA A,APC,39,MALE
JIGAWA,North West,Bulangu,YUSUF AHMED BULANGU,APC,66,MALE
JIGAWA,North West,Dutse,DUTSE SULE MUSA,APC,58,MALE
JIGAWA,North West,Fagam,SHUA'IBU INUWA,APC,57,MALE
JIGAWA,North West,Gagarawa,IBRAHIM HUSSAINI KADETA,APC,58,MALE
JIGAWA,North West,Garki,MOHAMMED LAWAN GARBA,APC,58,MALE
JIGAWA,North West,Gumel,SANI ISYAKU ABUBAKAR,APC,54,MALE
JIGAWA,North West,Guri,KADIRA SULAIMAN MUSA,APC,56,MALE
JIGAWA,North West,Gwaram I,ISAH IDRIS,APC,50,MALE
JIGAWA,North West,Gwiwa (Gwaram II),AMINU ZAKARI,APC,56,MALE
JIGAWA,North West,Hadejia,ABUBAKAR SADIQ MUHAMMAD,APC,37,MALE
JIGAWA,North West,Jahun,ALHAJI IDRIS GARBA,APC,50,MALE
JIGAWA,North West,Kafin Hausa I,ADAMU BARE B,APC,63,MALE
JIGAWA,North West,Kanya,USMAN HALADU ISAH KANYO,APC,46,MALE
JIGAWA,North West,Kaugama,SANI SALE,APC,52,MALE
JIGAWA,North West,Kazaure,BALA HAMZA GADA,APC,51,MALE
JIGAWA,North West,Kiri Kasamma,ALIYU AHMAD ALIYU,APC,35,MALE
JIGAWA,North West,Kiyawa,YAHAYA MUHAMMED,APC,39,MALE
JIGAWA,North West,Maigatari,MOHAMMAD HARU,APC,60,MALE
JIGAWA,North West,Malam Madori,KAIS ABDALLAH,APC,51,MALE
JIGAWA,North West,Miga,HARUNA ALIYU DANGYAYIN,APC,42,MALE
JIGAWA,North West,Ringim,AMINU SULE SANKARA,APC,59,MALE
JIGAWA,North West,Roni,HASSAN USMAN ALTO,APC,33,MALE
JIGAWA,North West,Sule Tankarkar,ABUBAKAR MOHAMMED SA'IDU,APC,50,MALE
JIGAWA,North West,Taura,DAYABU SHEHU,APC,56,MALE
JIGAWA,North West,Yankwashi,ABDULRAHAMAN ALKASIM KARKARNA,APC,48,MALE
KADUNA,North West,Birnin Gwari I,BALA UMAR,APC,50,MALE
KADUNA,North West,Birnin Gwari II,SALISU ISAH,APC,39,MALE
KADUNA,North West,Giwa East,YUSUF IBRAHIM,APC,39,MALE
KADUNA,North West,Giwa West,RILWANU AMINU,APC,39,MALE
KADUNA,North West,Igabi East,SALISU DANDADA BALA,APC,42,MALE
KADUNA,North West,Igabi West,YUSUF IBRAHIM ZAILANI,APC,46,MALE
KADUNA,North West,Ikara,ABDULWAHAB IDRIS,APC,55,MALE
KADUNA,North West,Kaduna North I,HARUNA M.A INUWA,APC,44,MALE
KADUNA,North West,Kaduna North II,HARUNA ALIYU A.,APC,45,MALE
KADUNA,North West,Kaduna South I,YUSUF DAHIRU LIMAN,APC,38,MALE
KADUNA,North West,Kaduna South II,ISMAIL IBRAHIM A.,APC,43,MALE
KADUNA,North West,Kaduna South III,AUWAL MOHAMMED YAHAYA,APC,41,MALE
